source,target,estimated_tariff_pct,tariff_methodology,is_placeholder_estimate
China,Brazil,0.04,importer_default_upper_middle_income,True
China,Angola,0.04,importer_default_upper_middle_income,True
China,Kuwait,0.04,importer_default_upper_middle_income,True
China,Qatar,0.04,importer_default_upper_middle_income,True
China,USA,0.04,importer_default_upper_middle_income,True
China,Canada,0.04,importer_default_upper_middle_income,True
China,Colombia,0.04,importer_default_upper_middle_income,True
China,Congo,0.04,importer_default_upper_middle_income,True
China,Ecuador,0.04,importer_default_upper_middle_income,True
China,Gabon,0.04,importer_default_upper_middle_income,True
China,Norway,0.04,importer_default_upper_middle_income,True
China,Ghana,0.04,importer_default_upper_middle_income,True
China,Kazakhstan,0.04,importer_default_upper_middle_income,True
China,Libya,0.04,importer_default_upper_middle_income,True
China,United Kingdom,0.04,importer_default_upper_middle_income,True
China,Equatorial Guinea,0.04,importer_default_upper_middle_income,True
China,Nigeria,0.04,importer_default_upper_middle_income,True
China,Cameroon,0.04,importer_default_upper_middle_income,True
China,Chad,0.04,importer_default_upper_middle_income,True
China,Venezuela,0.04,importer_default_upper_middle_income,True
China,Senegal,0.04,importer_default_upper_middle_income,True
China,Mexico,0.04,importer_default_upper_middle_income,True
China,Australia,0.04,importer_default_upper_middle_income,True
China,Papua New Guinea,0.04,importer_default_upper_middle_income,True
China,Mongolia,0.04,importer_default_upper_middle_income,True
China,South Sudan,0.04,importer_default_upper_middle_income,True
China,Guyana,0.04,importer_default_upper_middle_income,True
China,Thailand,0.04,importer_default_upper_middle_income,True
China,Dem. Rep. of the Congo,0.04,importer_default_upper_middle_income,True
China,Indonesia,0.04,importer_default_upper_middle_income,True
China,Niger,0.04,importer_default_upper_middle_income,True
China,New Zealand,0.04,importer_default_upper_middle_income,True
China,Mozambique,0.04,importer_default_upper_middle_income,True
China,Viet Nam,0.04,importer_default_upper_middle_income,True
China,Argentina,0.04,importer_default_upper_middle_income,True
China,South Africa,0.04,importer_default_upper_middle_income,True
China,Albania,0.04,importer_default_upper_middle_income,True
China,India,0.04,importer_default_upper_middle_income,True
China,Bahrain,0.04,importer_default_upper_middle_income,True
Colombia,USA,0.04,importer_default_upper_middle_income,True
Colombia,Nigeria,0.04,importer_default_upper_middle_income,True
Colombia,Guyana,0.04,importer_default_upper_middle_income,True
Colombia,"Areas, nes",0.04,importer_default_upper_middle_income,True
Colombia,Ecuador,0.04,importer_default_upper_middle_income,True
Colombia,China,0.04,importer_default_upper_middle_income,True
Colombia,Peru,0.04,importer_default_upper_middle_income,True
Costa Rica,USA,0.04,importer_default_upper_middle_income,True
Costa Rica,China,0.04,importer_default_upper_middle_income,True
Costa Rica,Spain,0.04,importer_default_upper_middle_income,True
Costa Rica,Japan,0.04,importer_default_upper_middle_income,True
Croatia,Azerbaijan,0.02,importer_default_high_income,True
Croatia,Kazakhstan,0.02,importer_default_high_income,True
Croatia,Nigeria,0.02,importer_default_high_income,True
Croatia,Norway,0.02,importer_default_high_income,True
Croatia,Libya,0.02,importer_default_high_income,True
Croatia,Saudi Arabia,0.02,importer_default_high_income,True
Croatia,Guyana,0.02,importer_default_high_income,True
Croatia,Hungary,0.0,eu_eea_uk_ch_zone,True
Croatia,Pakistan,0.02,importer_default_high_income,True
Croatia,USA,0.02,importer_default_high_income,True
Croatia,Slovenia,0.0,eu_eea_uk_ch_zone,True
Cyprus,United Kingdom,0.0,eu_eea_uk_ch_zone,True
Czechia,Azerbaijan,0.02,importer_default_high_income,True
Czechia,Russian Federation,0.02,importer_default_high_income,True
Czechia,Kazakhstan,0.02,importer_default_high_income,True
Czechia,Norway,0.02,importer_default_high_income,True
Czechia,Guyana,0.02,importer_default_high_income,True
Czechia,Belgium,0.0,eu_eea_uk_ch_zone,True
Czechia,Poland,0.0,eu_eea_uk_ch_zone,True
Czechia,Italy,0.0,eu_eea_uk_ch_zone,True
Czechia,United Kingdom,0.0,eu_eea_uk_ch_zone,True
Czechia,Germany,0.0,eu_eea_uk_ch_zone,True
Czechia,Switzerland,0.0,eu_eea_uk_ch_zone,True
Czechia,Spain,0.0,eu_eea_uk_ch_zone,True
Côte d'Ivoire,Nigeria,0.06,importer_default_lower_middle_income,True
Côte d'Ivoire,Colombia,0.06,importer_default_lower_middle_income,True
Côte d'Ivoire,France,0.06,importer_default_lower_middle_income,True
Denmark,USA,0.02,importer_default_high_income,True
Denmark,Norway,0.02,importer_default_high_income,True
Denmark,Libya,0.02,importer_default_high_income,True
Denmark,United Kingdom,0.0,eu_eea_uk_ch_zone,True
Denmark,"Areas, nes",0.02,importer_default_high_income,True
Denmark,Netherlands,0.0,eu_eea_uk_ch_zone,True
Denmark,China,0.02,importer_default_high_income,True
Denmark,Greenland,0.02,importer_default_high_income,True
Denmark,Switzerland,0.0,eu_eea_uk_ch_zone,True
Denmark,Lithuania,0.0,eu_eea_uk_ch_zone,True
Dominican Rep.,USA,0.04,importer_default_upper_middle_income,True
Dominican Rep.,United Kingdom,0.04,importer_default_upper_middle_income,True
Dominican Rep.,Italy,0.04,importer_default_upper_middle_income,True
Ecuador,Spain,0.04,importer_default_upper_middle_income,True
Ecuador,USA,0.04,importer_default_upper_middle_income,True
Egypt,Saudi Arabia,0.06,importer_default_lower_middle_income,True
Egypt,Iraq,0.06,importer_default_lower_middle_income,True
Egypt,Kuwait,0.06,importer_default_lower_middle_income,True
El Salvador,India,0.06,importer_default_lower_middle_income,True
El Salvador,Israel,0.06,importer_default_lower_middle_income,True
Estonia,Latvia,0.0,eu_eea_uk_ch_zone,True
Fiji,China,0.04,importer_default_upper_middle_income,True
Fiji,Australia,0.04,importer_default_upper_middle_income,True
Finland,Norway,0.02,importer_default_high_income,True
Finland,United Kingdom,0.0,eu_eea_uk_ch_zone,True
Finland,USA,0.02,importer_default_high_income,True
Finland,Guyana,0.02,importer_default_high_income,True
Finland,Denmark,0.0,eu_eea_uk_ch_zone,True
Finland,Canada,0.02,importer_default_high_income,True
France,USA,0.02,importer_default_high_income,True
France,Nigeria,0.02,importer_default_high_income,True
France,Kazakhstan,0.02,importer_default_high_income,True
France,Algeria,0.02,importer_default_high_income,True
France,Norway,0.02,importer_default_high_income,True
France,Libya,0.02,importer_default_high_income,True
France,Iraq,0.02,importer_default_high_income,True
France,Angola,0.02,importer_default_high_income,True
France,Saudi Arabia,0.02,importer_default_high_income,True
France,Chad,0.02,importer_default_high_income,True
France,Brazil,0.02,importer_default_high_income,True
France,United Kingdom,0.0,eu_eea_uk_ch_zone,True
France,Azerbaijan,0.02,importer_default_high_income,True
France,Canada,0.02,importer_default_high_income,True
France,Guyana,0.02,importer_default_high_income,True
France,United Arab Emirates,0.02,importer_default_high_income,True
France,Cameroon,0.02,importer_default_high_income,True
France,Equatorial Guinea,0.02,importer_default_high_income,True
France,Niger,0.02,importer_default_high_income,True
France,Dem. Rep. of the Congo,0.02,importer_default_high_income,True
France,Côte d'Ivoire,0.02,importer_default_high_income,True
France,Egypt,0.02,importer_default_high_income,True
France,Congo,0.02,importer_default_high_income,True
France,Italy,0.0,eu_eea_uk_ch_zone,True
France,Belgium,0.0,eu_eea_uk_ch_zone,True
France,"Areas, nes",0.02,importer_default_high_income,True
France,Spain,0.0,eu_eea_uk_ch_zone,True
France,Germany,0.0,eu_eea_uk_ch_zone,True
France,Qatar,0.02,importer_default_high_income,True
France,China,0.02,importer_default_high_income,True
France,Netherlands,0.0,eu_eea_uk_ch_zone,True
France,Gabon,0.02,importer_default_high_income,True
France,Israel,0.02,importer_default_high_income,True
France,Bahrain,0.02,importer_default_high_income,True
France,Singapore,0.02,importer_default_high_income,True
France,Senegal,0.02,importer_default_high_income,True
France,India,0.02,importer_default_high_income,True
Georgia,Russian Federation,0.04,importer_default_upper_middle_income,True
Georgia,Netherlands,0.04,importer_default_upper_middle_income,True
Germany,Norway,0.02,importer_default_high_income,True
Germany,USA,0.02,importer_default_high_income,True
Germany,Kazakhstan,0.02,importer_default_high_income,True
Germany,United Kingdom,0.0,eu_eea_uk_ch_zone,True
Germany,Libya,0.02,importer_default_high_income,True
Germany,Guyana,0.02,importer_default_high_income,True
Germany,Iraq,0.02,importer_default_high_income,True
Germany,Nigeria,0.02,importer_default_high_income,True
Germany,Azerbaijan,0.02,importer_default_high_income,True
Germany,Saudi Arabia,0.02,importer_default_high_income,True
Germany,Chad,0.02,importer_default_high_income,True
Germany,Algeria,0.02,importer_default_high_income,True
Germany,Mexico,0.02,importer_default_high_income,True
Germany,United Arab Emirates,0.02,importer_default_high_income,True
Germany,Canada,0.02,importer_default_high_income,True
Germany,Brazil,0.02,importer_default_high_income,True
Germany,Egypt,0.02,importer_default_high_income,True
Germany,Cameroon,0.02,importer_default_high_income,True
Germany,Denmark,0.0,eu_eea_uk_ch_zone,True
Germany,Côte d'Ivoire,0.02,importer_default_high_income,True
Germany,Angola,0.02,importer_default_high_income,True
Germany,Poland,0.0,eu_eea_uk_ch_zone,True
Germany,Netherlands,0.0,eu_eea_uk_ch_zone,True
Germany,Senegal,0.02,importer_default_high_income,True
Germany,Ghana,0.02,importer_default_high_income,True
Germany,Italy,0.0,eu_eea_uk_ch_zone,True
Germany,Gabon,0.02,importer_default_high_income,True
Germany,Tunisia,0.02,importer_default_high_income,True
Germany,Equatorial Guinea,0.02,importer_default_high_income,True
Germany,Russian Federation,0.02,importer_default_high_income,True
Germany,France,0.0,eu_eea_uk_ch_zone,True
Germany,Spain,0.0,eu_eea_uk_ch_zone,True
Germany,Taiwan,0.02,importer_default_high_income,True
Ghana,United Arab Emirates,0.06,importer_default_lower_middle_income,True
Ghana,Switzerland,0.06,importer_default_lower_middle_income,True
Ghana,Nigeria,0.06,importer_default_lower_middle_income,True
Ghana,Greece,0.06,importer_default_lower_middle_income,True
Ghana,Marshall Isds,0.06,importer_default_lower_middle_income,True
Ghana,Central African Rep.,0.06,importer_default_lower_middle_income,True
Ghana,Angola,0.06,importer_default_lower_middle_income,True
Ghana,Togo,0.06,importer_default_lower_middle_income,True
Ghana,United Kingdom,0.06,importer_default_lower_middle_income,True
Ghana,China,0.06,importer_default_lower_middle_income,True
Greece,Iraq,0.02,importer_default_high_income,True
Greece,Kazakhstan,0.02,importer_default_high_income,True
Greece,Libya,0.02,importer_default_high_income,True
Greece,Saudi Arabia,0.02,importer_default_high_income,True
Greece,Norway,0.02,importer_default_high_income,True
Greece,Egypt,0.02,importer_default_high_income,True
Greece,Azerbaijan,0.02,importer_default_high_income,True
Greece,Guyana,0.02,importer_default_high_income,True
Greece,Nigeria,0.02,importer_default_high_income,True
Greece,Côte d'Ivoire,0.02,importer_default_high_income,True
Greece,Algeria,0.02,importer_default_high_income,True
Greece,Turkmenistan,0.02,importer_default_high_income,True
Greece,Israel,0.02,importer_default_high_income,True
Greece,Albania,0.02,importer_default_high_income,True
Greece,France,0.0,eu_eea_uk_ch_zone,True
Grenada,Jamaica,0.04,importer_default_upper_middle_income,True
Grenada,USA,0.04,importer_default_upper_middle_income,True
Grenada,United Kingdom,0.04,importer_default_upper_middle_income,True
Guatemala,Rep. of Korea,0.04,importer_default_upper_middle_income,True
Guatemala,USA,0.04,importer_default_upper_middle_income,True
Guatemala,India,0.04,importer_default_upper_middle_income,True
Guatemala,China,0.04,importer_default_upper_middle_income,True
Guatemala,Mexico,0.04,importer_default_upper_middle_income,True
Guatemala,Germany,0.04,importer_default_upper_middle_income,True
Guyana,USA,0.02,importer_default_high_income,True
Guyana,United Kingdom,0.02,importer_default_high_income,True
Hungary,Russian Federation,0.02,importer_default_high_income,True
Hungary,Croatia,0.0,eu_eea_uk_ch_zone,True
Hungary,Slovenia,0.0,eu_eea_uk_ch_zone,True
Hungary,Austria,0.0,eu_eea_uk_ch_zone,True
Hungary,USA,0.02,importer_default_high_income,True
Hungary,Canada,0.02,importer_default_high_income,True
Hungary,Nigeria,0.02,importer_default_high_income,True
Iceland,Denmark,0.0,eu_eea_uk_ch_zone,True
Iceland,USA,0.02,importer_default_high_income,True
Iceland,Austria,0.0,eu_eea_uk_ch_zone,True
India,Russian Federation,0.06,importer_default_lower_middle_income,True
India,Iraq,0.06,importer_default_lower_middle_income,True
India,Saudi Arabia,0.06,importer_default_lower_middle_income,True
India,United Arab Emirates,0.06,importer_default_lower_middle_income,True
India,Nigeria,0.06,importer_default_lower_middle_income,True
India,USA,0.06,importer_default_lower_middle_income,True
India,Angola,0.06,importer_default_lower_middle_income,True
India,Kuwait,0.06,importer_default_lower_middle_income,True
India,Venezuela,0.06,importer_default_lower_middle_income,True
India,Colombia,0.06,importer_default_lower_middle_income,True
India,Mexico,0.06,importer_default_lower_middle_income,True
India,Brazil,0.06,importer_default_lower_middle_income,True
India,Canada,0.06,importer_default_lower_middle_income,True
India,Qatar,0.06,importer_default_lower_middle_income,True
India,Algeria,0.06,importer_default_lower_middle_income,True
India,Azerbaijan,0.06,importer_default_lower_middle_income,True
India,Türkiye,0.06,importer_default_lower_middle_income,True
India,Oman,0.06,importer_default_lower_middle_income,True
India,Malaysia,0.06,importer_default_lower_middle_income,True
India,Dem. Rep. of the Congo,0.06,importer_default_lower_middle_income,True
India,Brunei Darussalam,0.06,importer_default_lower_middle_income,True
India,Ghana,0.06,importer_default_lower_middle_income,True
India,Kazakhstan,0.06,importer_default_lower_middle_income,True
India,Egypt,0.06,importer_default_lower_middle_income,True
India,Ecuador,0.06,importer_default_lower_middle_income,True
India,Congo,0.06,importer_default_lower_middle_income,True
India,Libya,0.06,importer_default_lower_middle_income,True
India,Singapore,0.06,importer_default_lower_middle_income,True
India,Rep. of Korea,0.06,importer_default_lower_middle_income,True
India,Equatorial Guinea,0.06,importer_default_lower_middle_income,True
India,Australia,0.06,importer_default_lower_middle_income,True
India,Senegal,0.06,importer_default_lower_middle_income,True
Indonesia,Nigeria,0.04,importer_default_upper_middle_income,True
Indonesia,Saudi Arabia,0.04,importer_default_upper_middle_income,True
Indonesia,Angola,0.04,importer_default_upper_middle_income,True
Indonesia,Gabon,0.04,importer_default_upper_middle_income,True
Indonesia,Australia,0.04,importer_default_upper_middle_income,True
Indonesia,USA,0.04,importer_default_upper_middle_income,True
Indonesia,Algeria,0.04,importer_default_upper_middle_income,True
Indonesia,Brunei Darussalam,0.04,importer_default_upper_middle_income,True
Indonesia,Azerbaijan,0.04,importer_default_upper_middle_income,True
Indonesia,Equatorial Guinea,0.04,importer_default_upper_middle_income,True
Indonesia,Malaysia,0.04,importer_default_upper_middle_income,True
Indonesia,Brazil,0.04,importer_default_upper_middle_income,True
Indonesia,United Arab Emirates,0.04,importer_default_upper_middle_income,True
Indonesia,Papua New Guinea,0.04,importer_default_upper_middle_income,True
Indonesia,Norway,0.04,importer_default_upper_middle_income,True
Indonesia,New Zealand,0.04,importer_default_upper_middle_income,True
Indonesia,Singapore,0.04,importer_default_upper_middle_income,True
Indonesia,Japan,0.04,importer_default_upper_middle_income,True
Indonesia,Italy,0.04,importer_default_upper_middle_income,True
Indonesia,Canada,0.04,importer_default_upper_middle_income,True
Indonesia,Germany,0.04,importer_default_upper_middle_income,True
Indonesia,Taiwan,0.04,importer_default_upper_middle_income,True
Indonesia,India,0.04,importer_default_upper_middle_income,True
Ireland,USA,0.02,importer_default_high_income,True
Ireland,Azerbaijan,0.02,importer_default_high_income,True
Ireland,France,0.0,eu_eea_uk_ch_zone,True
Ireland,United Kingdom,0.0,eu_eea_uk_ch_zone,True
Ireland,Germany,0.0,eu_eea_uk_ch_zone,True
Ireland,India,0.02,importer_default_high_income,True
Israel,"Areas, nes",0.02,importer_default_high_income,True
Italy,Libya,0.02,importer_default_high_income,True
Italy,Azerbaijan,0.02,importer_default_high_income,True
Italy,Kazakhstan,0.02,importer_default_high_income,True
Italy,USA,0.02,importer_default_high_income,True
Italy,Iraq,0.02,importer_default_high_income,True
Italy,Nigeria,0.02,importer_default_high_income,True
Italy,Saudi Arabia,0.02,importer_default_high_income,True
Italy,Norway,0.02,importer_default_high_income,True
Italy,Algeria,0.02,importer_default_high_income,True
Italy,Angola,0.02,importer_default_high_income,True
Italy,United Kingdom,0.0,eu_eea_uk_ch_zone,True
Italy,Mexico,0.02,importer_default_high_income,True
Italy,Brazil,0.02,importer_default_high_income,True
Italy,Cameroon,0.02,importer_default_high_income,True
Italy,Ghana,0.02,importer_default_high_income,True
Italy,Gabon,0.02,importer_default_high_income,True
Italy,Sudan,0.02,importer_default_high_income,True
Italy,Equatorial Guinea,0.02,importer_default_high_income,True
Italy,Guyana,0.02,importer_default_high_income,True
Italy,Venezuela,0.02,importer_default_high_income,True
Italy,Congo,0.02,importer_default_high_income,True
Italy,Côte d'Ivoire,0.02,importer_default_high_income,True
Italy,Tunisia,0.02,importer_default_high_income,True
Italy,United Arab Emirates,0.02,importer_default_high_income,True
Italy,Malaysia,0.02,importer_default_high_income,True
Italy,Senegal,0.02,importer_default_high_income,True
Italy,Spain,0.0,eu_eea_uk_ch_zone,True
Italy,Egypt,0.02,importer_default_high_income,True
Italy,Colombia,0.02,importer_default_high_income,True
Italy,Germany,0.0,eu_eea_uk_ch_zone,True
Italy,Albania,0.02,importer_default_high_income,True
Italy,Croatia,0.0,eu_eea_uk_ch_zone,True
Italy,Austria,0.0,eu_eea_uk_ch_zone,True
Italy,"Other Europe, nes",0.02,importer_default_high_income,True
Italy,France,0.0,eu_eea_uk_ch_zone,True
Italy,Luxembourg,0.0,eu_eea_uk_ch_zone,True
Jamaica,Brazil,0.04,importer_default_upper_middle_income,True
Jamaica,Colombia,0.04,importer_default_upper_middle_income,True
Jamaica,Barbados,0.04,importer_default_upper_middle_income,True
Jamaica,Spain,0.04,importer_default_upper_middle_income,True
Jamaica,USA,0.04,importer_default_upper_middle_income,True
Japan,United Arab Emirates,0.02,importer_default_high_income,True
Japan,Saudi Arabia,0.02,importer_default_high_income,True
Japan,Kuwait,0.02,importer_default_high_income,True
Japan,Qatar,0.02,importer_default_high_income,True
Japan,USA,0.02,importer_default_high_income,True
Japan,Ecuador,0.02,importer_default_high_income,True
Japan,Oman,0.02,importer_default_high_income,True
Japan,Australia,0.02,importer_default_high_income,True
